I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45
0,1.2,3.4,0,1,0.439,-0.02,7.11,2,0.669,-0.02,-0.33,3,0.447,0.01,2.86,4,0.675,0.01,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.02,7,2,0.669,0.01,-0.36,3,0.447,-0.02,2.81,4,0.675,0.02,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.11,2,0.67,0.02,-0.44,3,0.447,-0.01,2.91,4,0.675,0.03,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.05,2,0.669,-0.01,-0.41,3,0.447,0.01,2.73,4,0.675,-0.01,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.13,2,0.669,-0.01,-0.38,3,0.447,0.01,2.84,4,0.675,0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.11,2,0.669,-0.02,-0.38,3,0.447,-0.01,2.78,4,0.675,0.01,-3.86,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.08,2,0.669,-0.01,-0.49,3,0.447,0.03,2.84,4,0.675,0.02,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.11,2,0.67,0.01,-0.33,3,0.447,0.01,2.84,4,0.675,-0.01,-3.65,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.08,2,0.669,-0.01,-0.36,3,0.447,-0.01,2.84,4,0.675,-0.02,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.16,2,0.67,0.01,-0.46,3,0.447,-0.01,2.91,4,0.675,-0.02,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.75,-540.820007
0,1.2,3.4,0,1,0.439,0.02,7.11,2,0.67,0.01,-0.36,3,0.447,-0.01,2.84,4,0.675,-0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.75,-540.820007
0,1.2,3.4,0,1,0.439,0.03,7.11,2,0.67,0.01,-0.36,3,0.447,0.01,2.91,4,0.675,0.02,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.05,2,0.669,-0.01,-0.36,3,0.447,0.01,2.78,4,0.675,-0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.19,2,0.669,-0.02,-0.41,3,0.447,0.01,2.89,4,0.675,-0.02,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.08,2,0.67,0.01,-0.38,3,0.447,0.01,2.78,4,0.675,0.04,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.75,-540.820007
0,1.2,3.4,0,1,0.439,-0.01,7.19,2,0.669,-0.01,-0.36,3,0.447,0.03,2.84,4,0.675,0.03,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.13,2,0.669,-0.02,-0.44,3,0.447,-0.01,2.78,4,0.675,0.03,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.08,2,0.669,-0.01,-0.41,3,0.447,0.02,2.84,4,0.675,0.01,-3.63,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.16,2,0.669,-0.01,-0.38,3,0.447,0.02,2.89,4,0.675,0.01,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.11,2,0.67,0.01,-0.44,3,0.447,-0.02,2.84,4,0.675,0.01,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.27,2,0.669,-0.03,-0.46,3,0.447,-0.01,2.89,4,0.675,-0.04,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.03,2,0.669,-0.02,-0.41,3,0.447,-0.01,2.86,4,0.675,0.01,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,6.98,2,0.67,-0.01,-0.46,3,0.447,0.01,2.86,4,0.675,0.02,-3.89,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.16,2,0.67,0.02,-0.38,3,0.447,0.02,2.68,4,0.675,-0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.08,2,0.669,-0.02,-0.41,3,0.447,0.02,2.76,4,0.675,-0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,6.98,2,0.669,0.01,-0.36,3,0.447,0.02,2.78,4,0.675,-0.01,-3.84,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.21,2,0.67,0.01,-0.38,3,0.447,0.03,2.78,4,0.675,0.02,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.04,7.05,2,0.669,-0.02,-0.38,3,0.447,0.03,2.84,4,0.675,-0.01,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.21,2,0.669,-0.01,-0.38,3,0.447,-0.04,2.81,4,0.675,-0.01,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.02,7.11,2,0.669,-0.01,-0.36,3,0.447,0.02,2.81,4,0.675,-0.02,-3.86,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7,2,0.669,-0.01,-0.33,3,0.447,0.02,2.78,4,0.675,-0.01,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.03,2,0.669,-0.02,-0.38,3,0.447,-0.01,2.81,4,0.675,0.03,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.08,2,0.669,-0.01,-0.36,3,0.447,0.03,2.78,4,0.675,-0.01,-3.57,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.03,2,0.669,-0.01,-0.36,3,0.447,0.03,2.84,4,0.675,-0.02,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.19,2,0.669,-0.01,-0.36,3,0.447,0.02,2.84,4,0.675,0.01,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.02,7.08,2,0.669,-0.02,-0.44,3,0.447,-0.01,2.97,4,0.675,0.03,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.24,2,0.67,0.02,-0.44,3,0.447,0.02,2.97,4,0.675,-0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.02,6.84,2,0.669,-0.01,-0.36,3,0.447,0.02,2.81,4,0.675,-0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.02,7.16,2,0.669,-0.02,-0.41,3,0.447,0.01,2.7,4,0.675,-0.01,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.05,2,0.669,-0.02,-0.44,3,0.447,-0.01,2.68,4,0.675,0.04,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.13,2,0.669,-0.02,-0.33,3,0.447,0.02,2.89,4,0.675,0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.08,2,0.669,-0.01,-0.46,3,0.447,0.03,2.78,4,0.675,-0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.05,2,0.669,-0.01,-0.38,3,0.447,0.03,2.91,4,0.675,0.01,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.29,2,0.67,0.01,-0.36,3,0.447,-0.01,2.89,4,0.675,0.02,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.24,2,0.669,-0.02,-0.33,3,0.447,0.01,2.84,4,0.675,-0.01,-3.86,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,6.87,2,0.67,-0.01,-0.41,3,0.447,-0.01,2.81,4,0.675,0.02,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.11,2,0.669,0.01,-0.36,3,0.447,0.01,2.81,4,0.675,0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.21,2,0.669,-0.01,-0.46,3,0.447,0.02,2.76,4,0.675,-0.02,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.27,2,0.669,-0.01,-0.38,3,0.447,0.02,2.78,4,0.675,-0.01,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.13,2,0.67,0.01,-0.44,3,0.447,-0.02,2.73,4,0.675,-0.02,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.19,2,0.669,-0.01,-0.38,3,0.447,-0.01,2.81,4,0.675,-0.01,-3.89,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.75,-540.820007
0,1.2,3.4,0,1,0.439,-0.03,7.19,2,0.669,-0.01,-0.41,3,0.447,-0.02,2.86,4,0.675,0.01,-3.84,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.03,2,0.669,-0.01,-0.36,3,0.447,0.01,2.78,4,0.675,0.04,-3.89,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.16,2,0.669,-0.01,-0.38,3,0.447,-0.01,2.84,4,0.675,0.02,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7,2,0.669,-0.03,-0.46,3,0.447,-0.01,2.86,4,0.675,0.01,-3.63,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.02,7.08,2,0.669,-0.01,-0.38,3,0.447,0.02,2.89,4,0.675,-0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.19,2,0.669,-0.01,-0.33,3,0.447,0.02,2.86,4,0.675,-0.01,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.11,2,0.669,-0.01,-0.36,3,0.447,0.01,2.84,4,0.675,0.02,-3.65,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.02,6.87,2,0.669,-0.01,-0.38,3,0.447,0.03,2.84,4,0.675,0.01,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.08,2,0.67,0.01,-0.38,3,0.447,0.01,2.89,4,0.675,-0.01,-3.86,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.03,2,0.669,-0.01,-0.41,3,0.447,0.02,2.76,4,0.675,-0.02,-3.86,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.27,2,0.669,0.01,-0.38,3,0.447,-0.01,2.81,4,0.675,0.01,-3.63,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.04,7.24,2,0.669,-0.02,-0.41,3,0.447,-0.02,2.94,4,0.675,-0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.16,2,0.669,-0.02,-0.44,3,0.447,0.02,2.84,4,0.675,-0.01,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.51,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.11,2,0.669,-0.02,-0.33,3,0.447,0.01,2.68,4,0.675,0.01,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.16,2,0.669,-0.02,-0.36,3,0.447,0.02,2.73,4,0.675,-0.03,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.27,2,0.669,-0.01,-0.38,3,0.447,-0.02,2.86,4,0.675,-0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.75,-540.820007
0,1.2,3.4,0,1,0.439,-0.02,6.92,2,0.67,0.01,-0.36,3,0.447,0.02,2.86,4,0.675,0.01,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.19,2,0.669,-0.01,-0.38,3,0.447,0.05,2.76,4,0.675,-0.01,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.16,2,0.669,0.01,-0.44,3,0.447,0.01,2.86,4,0.675,-0.01,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.13,2,0.669,-0.01,-0.38,3,0.447,-0.01,2.86,4,0.675,0.01,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.13,2,0.669,-0.02,-0.38,3,0.447,-0.01,2.76,4,0.675,0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.11,2,0.669,-0.02,-0.41,3,0.447,-0.02,2.76,4,0.675,0.02,-3.94,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.13,2,0.669,-0.01,-0.38,3,0.447,0.02,2.76,4,0.675,0.02,-3.78,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.13,2,0.67,-0.01,-0.49,3,0.447,0.03,2.78,4,0.675,0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.13,2,0.669,-0.01,-0.38,3,0.447,0.02,2.76,4,0.675,0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.11,2,0.669,-0.01,-0.41,3,0.447,0.01,2.78,4,0.675,0.03,-3.92,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.24,2,0.669,-0.01,-0.38,3,0.447,-0.01,2.84,4,0.675,0.02,-3.84,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.27,2,0.67,-0.01,-0.49,3,0.447,0.03,2.78,4,0.675,-0.01,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.08,2,0.67,0.03,-0.49,3,0.447,-0.01,2.84,4,0.675,0.01,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.11,2,0.67,0.01,-0.44,3,0.447,-0.01,2.94,4,0.675,0.02,-3.84,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,6.98,2,0.669,0.01,-0.41,3,0.447,0.03,2.76,4,0.675,0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.2,-540.080017,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.05,2,0.669,-0.01,-0.38,3,0.447,0.02,2.84,4,0.675,-0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.19,2,0.669,-0.01,-0.41,3,0.447,0.02,2.73,4,0.675,-0.03,-3.55,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7,2,0.669,-0.01,-0.46,3,0.447,-0.01,2.78,4,0.675,0.02,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.75,-540.820007
0,1.2,3.4,0,1,0.439,-0.02,7.11,2,0.669,-0.01,-0.38,3,0.447,-0.01,2.89,4,0.675,0.01,-3.92,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.05,2,0.669,-0.02,-0.36,3,0.447,-0.02,2.73,4,0.675,0.02,-3.71,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.11,2,0.669,-0.01,-0.41,3,0.447,0.02,2.89,4,0.675,0.01,-3.84,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,0.01,7.16,2,0.669,-0.01,-0.38,3,0.447,0.02,2.65,4,0.675,-0.02,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.11,2,0.669,-0.01,-0.41,3,0.447,0.01,2.81,4,0.675,-0.01,-3.73,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.03,7.11,2,0.669,-0.01,-0.46,3,0.447,0.01,2.84,4,0.675,0.01,-3.68,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7.05,2,0.669,-0.02,-0.44,3,0.447,0.01,2.76,4,0.675,-0.01,-3.76,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.02,7.19,2,0.669,-0.02,-0.33,3,0.447,0.03,2.86,4,0.675,0.02,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
0,1.2,3.4,0,1,0.439,-0.01,7,2,0.669,-0.01,-0.36,3,0.447,0.02,2.73,4,0.675,0.02,-3.81,1,0.451,0,0,2,0.669,0,0,3,0.451,0,0,4,0.669,0,0,200,2,0,-540,6.3,-540.030029,0,-540,0.64,-540.869995
